,index,Unnamed: 0,mig_ext_sex,mig_ext_age,mig_ext_motivo,mig_ext_motivo/1,mig_ext_motivo/2,mig_ext_motivo/3,mig_ext_motivo/4,mig_ext_motivo/5,mig_ext_motivo/6,mig_ext_motivo/7,mig_ext_motivo/8,mig_ext_motivo/9,mig_ext_motivo/10,mig_ext_motivo/11,mig_ext_motivo/12,mig_ext_motivo/13,mig_ext_motivo/14,mig_ext_motivo/15,mig_ext_motivo/16,mig_ext_motivo/99,mig_ext_acompany,mig_ext_acompany/1,mig_ext_acompany/2,mig_ext_acompany/3,mig_ext_acompany/4,mig_ext_acompany/5,mig_ext_acompany/6,mig_ext_acompany/7,mig_ext_acompany/8,mig_ext_acompany/9,mig_ext_acompany/99,mig_ext_medio,mig_ext_medio/1,mig_ext_medio/2,mig_ext_medio/3,mig_ext_medio/4,mig_ext_medio/5,mig_ext_medio/6,mig_ext_medio/7,mig_ext_medio/8,mig_ext_medio/9,mig_ext_medio/10,mig_ext_medio/11,mig_ext_medio/12,mig_ext_medio/99,mig_ext_cost_awareness,mig_ext_cost_currency,mig_ext_cost_total,mig_ext_attempts,mig_ext_cost_dist_awareness,mig_ext_cost_transportation,mig_ext_cost_subsistence,mig_ext_cost_intermediaries,mig_ext_cost_other,sum_gasto_viaje,note_mig_calculo,mig_ext_finance,mig_ext_finance/1,mig_ext_finance/2,mig_ext_finance/3,mig_ext_finance/4,mig_ext_finance/5,mig_ext_finance/6,mig_ext_finance/7,mig_ext_finance/8,mig_ext_finance/9,mig_ext_finance/10,mig_ext_finance/11,mig_ext_finance/99,mig_ext_violence,mig_ext_violence/1,mig_ext_violence/2,mig_ext_violence/3,mig_ext_violence/4,mig_ext_violence/5,mig_ext_violence/6,mig_ext_violence/7,mig_ext_violence/8,mig_ext_violence/9,mig_ext_violence/10,mig_ext_violence/11,mig_ext_violence/99,mig_ext_violence_who,mig_ext_violence_who/1,mig_ext_violence_who/2,mig_ext_violence_who/3,mig_ext_violence_who/4,mig_ext_violence_who/5,mig_ext_violence_who/6,mig_ext_violence_who/7,mig_ext_violence_who/99,mig_ext_country,mig_ext_country_other,mig_ext_llego,mig_ext_return,_index,_parent_table_name,rsp_id,_submission__id,_submission__uuid,_submission__submission_time,_submission__validation_status,_submission__notes,_submission__status,_submission__submitted_by,_submission__tags,country,mig_ext_finance_group/1,mig_ext_finance_group/2,mig_ext_finance_group/3,mig_ext_medio_group/1,mig_ext_medio_group/2,mig_ext_medio_group/3,cost_per_attempt,migrated_yn,experienced_violence_sum,experienced_violence_yn,violence_strings
129,674,674,2,25,2 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,300.0,1.0,0.0,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,6,1.0,700,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1800,174627285,285b5a1c-3bca-41d4-b770-93318cb313e8,2021-04-28T21:27:12,,[],submitted_via_web,,[],SLV,0,0,1,0,0,1,300.0,1,1.0,True,['Kidnapping / Attempted kidnapping']
130,680,680,2,32,1 3 6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,6,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,706,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1825,174631128,ef429756-8eab-41c1-9478-a21825c68656,2021-04-28T21:57:42,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,0,1,,1,1.0,True,['Theft']
131,682,682,2,32,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,9,0,0,0,0,0,0,0,0,1,0,0,0,2 3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4 2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,708,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1825,174631128,ef429756-8eab-41c1-9478-a21825c68656,2021-04-28T21:57:42,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,,1,2.0,True,"['Extortion / Attempted extortion', 'Theft']"
132,685,685,2,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,10000.0,1.0,0.0,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,2,1.0,711,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1838,174636974,b8f5ebd7-93ac-4294-87fc-3f5ad7341795,2021-04-28T22:50:46,,[],submitted_via_web,,[],SLV,1,0,0,0,1,0,10000.0,1,1.0,True,['Physical aggression']
133,686,686,1,49,1 11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,99,,,,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,6 7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,6,6.0,712,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1839,174637067,2f6f2208-e805-48b1-860b-6d7d7445f72b,2021-04-28T22:51:05,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,,1,2.0,True,"['Physical aggression', 'Sexual harassment or assault']"
134,688,688,1,1,2 7 6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,0.0,,,,,,,11 7,0,0,0,0,0,0,1,0,0,0,1,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,2,1.0,714,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1848,174637672,5671269e-93bc-448b-8dbd-102d3ed00255,2021-04-28T22:55:44,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,,1,1.0,True,['Physical aggression']
135,689,689,2,4,2 7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,0.0,,,,,,,11 7,0,0,0,0,0,0,1,0,0,0,1,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,2,1.0,715,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1848,174637672,5671269e-93bc-448b-8dbd-102d3ed00255,2021-04-28T22:55:44,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,,1,1.0,True,['Physical aggression']
136,690,690,1,29,2 7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,0.0,,,,,,,7 11,0,0,0,0,0,0,1,0,0,0,1,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,2,1.0,716,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1848,174637672,5671269e-93bc-448b-8dbd-102d3ed00255,2021-04-28T22:55:44,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,,1,1.0,True,['Physical aggression']
137,698,698,2,26,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,13000.0,3.0,0.0,,,,,,,4 10,0,0,0,1,0,0,0,0,0,1,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,4,,724,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1875,174650187,77b716ab-48fd-410e-ac47-664d6160be8c,2021-04-29T01:23:16,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,1,0,1,0,4333.333333333333,1,1.0,True,['Other']
138,700,700,1,35,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,99,,,2.0,99.0,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,726,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1891,174650642,8415a01d-1e2a-4063-af63-d8f1d6e7f0eb,2021-04-29T01:30:20,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,,1,1.0,True,['Other']
139,712,712,1,36,1 7 8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,7.8,2.0,0.0,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,,1,,739,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1931,174658302,840ed046-e1f4-4818-95f8-f23bfcea5388,2021-04-29T03:19:33,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,3.9,1,1.0,True,['Threat / Intimidation']
140,717,717,3,0,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,99,,,,0.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,746,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1951,174674863,e7454432-ac9f-44be-811d-7c724a3fb367,2021-04-29T05:36:44,,[],submitted_via_web,,[],GT,0,0,0,0,1,0,,1,1.0,True,['Other']
141,723,723,2,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,9750.0,2.0,1.0,25.0,25.0,50.0,0.0,100.0,,10,0,0,0,0,0,0,0,0,0,1,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,750,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1961,174682667,12476172-185f-449b-b534-aceb86fe0572,2021-04-29T06:25:55,,[],submitted_via_web,,[],GT,0,0,1,0,1,0,4875.0,1,1.0,True,['Other']
142,724,724,3,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,99.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,751,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1968,174698410,57a288f1-7842-4a64-9620-43aa6e866a1e,2021-04-29T07:24:56,,[],submitted_via_web,,[],GT,0,0,0,0,1,0,,1,1.0,True,['Other']
143,725,725,2,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,99,,,,99.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,752,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1968,174698410,57a288f1-7842-4a64-9620-43aa6e866a1e,2021-04-29T07:24:56,,[],submitted_via_web,,[],GT,0,0,0,0,1,0,,1,1.0,True,['Other']
144,729,729,2,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,3.0,0.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,756,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1973,174705409,47f99864-38c8-4277-8191-0763e5552f53,2021-04-29T07:50:23,,[],submitted_via_web,,[],GT,0,0,0,0,1,0,,1,1.0,True,['Other']
145,730,730,2,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,3.0,0.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,757,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1973,174705409,47f99864-38c8-4277-8191-0763e5552f53,2021-04-29T07:50:23,,[],submitted_via_web,,[],GT,0,0,0,0,1,0,,1,1.0,True,['Other']
146,731,731,2,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,11050.0,2.0,1.0,0.0,0.0,100.0,0.0,100.0,,5,0,0,0,0,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,1,,758,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1974,174705412,52f9f061-dd79-4a2e-9141-4a317521b0e2,2021-04-29T07:50:24,,[],submitted_via_web,,[],GT,0,1,0,0,1,0,5525.0,1,1.0,True,['Other']
147,736,736,2,43,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,3.0,0.0,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,,4,,763,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,1983,174838464,23ac28de-7746-4792-9f85-a6695d57f146,2021-04-29T15:44:50,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,1,0,,1,1.0,True,['Theft']
148,756,756,1,44,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,3.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,99,,784,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2007,174890943,faacf4f6-ee52-4437-add5-87d3424411ca,2021-04-29T19:49:37,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,1,0,,1,1.0,True,['Other']
149,758,758,2,25,1 8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,615.0,1.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,6,1.0,786,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2017,174890980,2925b71f-5f57-417a-9846-cb117fb5a022,2021-04-29T19:49:45,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,0,1,615.0,1,1.0,True,['Theft']
150,760,760,1,18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,,1.0,99.0,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,,6,1.0,788,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2021,174890991,ecd3f464-57c9-4288-8be1-85ea617a9d7d,2021-04-29T19:49:48,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,0,0,0,1,,1,1.0,True,['Threat / Intimidation']
151,774,774,2,36,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,500.0,1.0,1.0,50.0,0.0,0.0,50.0,100.0,,7,0,0,0,0,0,0,1,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4 3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,,2,9.0,802,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2084,174897205,a964616b-80bb-4ad7-8797-8aab1211cbb1,2021-04-29T20:21:37,,[],submitted_via_web,,[],SLV,0,0,1,0,0,1,500.0,1,1.0,True,['Armed robbery']
152,780,780,2,53,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,4,,809,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2101,174901542,55dd77f1-003e-4463-ac8b-7666264f04a5,2021-04-29T20:47:24,,[],submitted_via_web,wfpmandeteam,[],HND,1,0,0,0,0,1,,1,1.0,True,['Theft']
153,787,787,1,41,1 2 11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,9000.0,3.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,1.0,817,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2116,174903852,12a870f7-d7d4-44ed-93f8-69ede386a04f,2021-04-29T21:00:12,,[],submitted_via_web,,[],SLV,0,1,0,0,1,0,3000.0,1,1.0,True,['Other']
154,788,788,2,22,1 2 11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,4,,818,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2119,174903859,062d737d-9d03-4aac-a400-e24dca7adb86,2021-04-29T21:00:16,,[],submitted_via_web,,[],SLV,0,0,0,0,0,1,,1,1.0,True,['Other']
155,802,802,2,44,1 6 8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,0.0,,,,,,,9,0,0,0,0,0,0,0,0,1,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,99,,834,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2221,174914296,56cea3d9-4680-4388-9525-f82fd069a618,2021-04-29T22:14:52,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,,1,1.0,True,['Other']
156,804,804,2,33,1 2 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,99,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,6,1.0,836,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2228,174915033,410aaa9f-866c-42af-b645-1ad66fd1c3a6,2021-04-29T22:20:44,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,0,0,0,1,,1,1.0,True,['Physical aggression']
157,805,805,2,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.0,7380.0,3.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,1,,837,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2230,174915116,5707361f-1c21-4d08-8282-f1e3832495ab,2021-04-29T22:21:12,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,1,0,2460.0,1,1.0,True,['Theft']
158,813,813,2,28,1 6 8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,,4,,845,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2244,174916470,41cf1107-a2eb-48e7-a953-e0d65719d954,2021-04-29T22:34:33,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,0,1,,1,1.0,True,['Kidnapping / Attempted kidnapping']
159,846,846,2,29,8 1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,11050.0,3.0,0.0,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,4,,878,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2280,174918928,2db9d296-ebd3-404b-b075-0915d30253be,2021-04-29T22:52:58,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,3683.333333333334,1,1.0,True,['Other']
160,861,861,2,45,1 2 3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,2,6.0,893,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2382,174925002,e621c5d5-62d3-4fa3-9909-6728ba5cc06c,2021-04-30T00:17:54,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,0,1,,1,1.0,True,['Other']
161,881,881,2,45,1 7 8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1.0,0.0,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0,6 3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6 3 4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,,2,1.0,914,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2440,174932192,02d23585-0685-42bf-8b2b-828dda0b5824,2021-04-30T02:46:58,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,0,0,1,0,,1,2.0,True,"['Theft', 'Physical aggression']"
162,886,886,1,3,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,2600.0,1.0,1.0,0.0,0.0,100.0,0.0,100.0,,3,0,0,1,0,0,0,0,0,0,0,0,0,5 6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,2,1.0,921,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2475,174937766,8a9fcf7f-727c-46bc-b611-2533e3dff72b,2021-04-30T04:12:43,,[],submitted_via_web,,[],GT,1,0,0,0,1,0,2600.0,1,2.0,True,"['Threat / Intimidation', 'Physical aggression']"
